id,prospettiva,categoria,domanda,risposta,citazioni
681,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
682,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
683,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
684,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
685,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
686,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
687,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
688,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
689,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
690,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
691,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
692,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
693,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
694,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
695,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
696,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
697,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
698,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
699,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
700,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
701,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
702,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
703,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
704,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
705,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
706,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
707,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
708,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
709,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
710,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
711,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
712,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
713,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
714,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
715,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
716,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
717,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
718,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
719,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
720,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
721,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
722,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
723,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
724,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
725,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
726,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
727,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
728,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
729,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
730,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
731,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
732,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
733,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
734,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
735,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
736,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
737,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
738,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
739,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
740,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
741,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
742,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
743,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
744,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
745,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
746,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
747,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
748,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
749,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
750,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
751,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
752,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
753,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
754,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
755,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
756,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
757,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
758,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
759,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
760,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
761,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
762,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
763,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
764,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
765,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
766,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
767,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
768,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
769,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
770,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
771,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
772,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
773,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
774,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
775,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
776,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
777,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
778,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
779,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
780,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
781,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
782,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
783,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
784,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
785,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
786,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
787,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
788,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
789,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
790,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
791,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
792,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
793,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
794,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
795,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
796,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
797,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
798,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
799,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
800,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
801,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
802,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
803,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
804,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
805,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
806,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
807,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
808,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
809,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
810,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
811,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
812,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
813,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
814,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
815,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
816,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
817,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
818,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
819,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
820,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
821,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
822,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
823,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
824,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
825,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
826,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
827,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
828,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
829,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
830,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
831,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
832,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
833,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
834,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
835,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
836,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
837,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
838,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
839,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
840,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
841,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
842,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
843,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
844,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
845,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
846,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
847,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
848,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
849,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
850,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
